RunNumber;RunTime;WalkingSpeed;OrgLuggageCount;StartingDoorID;StepsTaken
4;14412;1;3;1;57
4;14412;1;3;1;60
4;14412;1;3;1;61
4;14412;1;3;1;68
4;14412;1;0;0;69
4;14412;1;0;0;64
4;14412;1;2;0;68
4;14412;1;0;0;64
4;14412;1;1;1;70
4;14412;1;0;1;64
4;14412;1;1;1;69
4;14412;1;1;0;74
4;14412;1;2;0;77
4;14412;1;1;1;72
4;14412;1;3;1;72
4;14412;1;2;0;80
4;14412;1;1;1;74
4;14412;1;2;1;74
4;14412;1;0;1;81
4;14412;1;3;0;74
4;14412;1;0;0;75
4;14412;1;2;1;87
4;14412;1;3;1;74
4;14412;1;0;0;75
4;14412;1;0;0;87
4;14412;1;3;0;90
4;14412;1;0;1;83
4;14412;1;3;0;80
4;14412;1;2;1;84
4;14412;1;2;1;90
4;14412;1;0;0;90
4;14412;1;2;0;86
4;14412;1;0;0;96
4;14412;1;2;0;91
4;14412;1;2;1;110
4;14412;1;1;1;90
4;14412;1;3;1;105
4;14412;1;1;0;92
4;14412;1;3;1;105
4;14412;1;3;0;95
4;14412;1;1;0;92
4;14412;1;1;1;113
4;14412;1;0;0;107
4;14412;1;1;1;120
4;14412;1;2;0;100
4;14412;1;0;0;105
4;14412;1;1;1;120
4;14412;1;3;0;113
4;14412;1;3;1;101
4;14412;1;1;1;118
4;14412;1;2;0;102
4;14412;1;2;0;111
4;14412;1;3;0;121
4;14412;1;3;1;117
4;14412;1;2;0;119
4;14412;1;2;1;118
4;14412;1;0;1;127
4;14412;1;1;0;121
4;14412;1;2;0;121
4;14412;1;0;0;122
4;14412;1;1;1;126
4;14412;1;2;1;124
4;14412;1;1;1;138
4;14412;1;0;1;118
4;14412;1;2;1;139
4;14412;1;1;1;130
4;14412;1;3;1;120
4;14412;1;0;1;128
4;14412;1;0;1;144
4;14412;1;3;0;132
4;14412;1;2;0;129
4;14412;1;1;1;142
4;14412;1;3;1;136
4;14412;1;0;0;135
4;14412;1;3;0;133
4;14412;1;1;1;135
4;14412;1;3;1;149
4;14412;1;2;1;150
4;14412;1;3;1;140
4;14412;1;1;1;151
4;14412;1;0;1;147
4;14412;1;1;1;154
4;14412;1;2;1;153
4;14412;1;3;0;139
4;14412;1;1;1;156
4;14412;1;2;1;147
4;14412;1;0;1;160
4;14412;1;0;1;144
4;14412;1;1;0;152
4;14412;1;1;1;155
4;14412;1;1;1;162
4;14412;1;1;0;156
4;14412;1;0;0;152
4;14412;1;2;1;167
4;14412;1;2;1;164
4;14412;1;0;1;152
5;15073;1;0;0;19
5;15073;1;1;1;7
5;15073;1;0;1;7
5;15073;1;3;0;16
5;15073;1;2;0;17
5;15073;1;0;1;16
5;15073;1;1;0;20
5;15073;1;2;0;18
5;15073;1;3;0;21
5;15073;1;0;1;27
5;15073;1;3;1;26
5;15073;1;3;0;23
5;15073;1;1;0;24
5;15073;1;3;0;25
5;15073;1;1;0;22
5;15073;1;2;0;21
5;15073;1;3;0;27
5;15073;1;2;1;34
5;15073;1;1;1;22
5;15073;1;0;0;30
5;15073;1;2;1;30
5;15073;1;2;1;36
5;15073;1;1;1;36
5;15073;1;1;1;38
5;15073;1;2;0;34
5;15073;1;2;0;33
5;15073;1;3;1;40
5;15073;1;2;1;36
5;15073;1;0;1;41
5;15073;1;0;0;38
5;15073;1;1;0;36
5;15073;1;2;1;45
5;15073;1;3;0;37
5;15073;1;3;0;44
5;15073;1;3;0;38
5;15073;1;2;0;43
5;15073;1;2;0;47
5;15073;1;0;0;42
5;15073;1;0;1;51
5;15073;1;1;0;49
5;15073;1;0;0;50
5;15073;1;3;1;52
5;15073;1;3;1;54
5;15073;1;1;0;50
5;15073;1;1;1;56
5;15073;1;2;1;57
5;15073;1;3;1;57
5;15073;1;3;1;52
5;15073;1;3;0;56
5;15073;1;1;1;61
5;15073;1;0;1;61
5;15073;1;3;1;54
5;15073;1;1;0;61
5;15073;1;1;0;60
5;15073;1;1;1;67
5;15073;1;2;1;68
5;15073;1;2;1;69
5;15073;1;0;1;65
5;15073;1;1;1;72
5;15073;1;0;0;64
5;15073;1;2;1;72
5;15073;1;1;0;66
5;15073;1;3;0;68
5;15073;1;2;0;74
5;15073;1;2;1;79
5;15073;1;0;0;77
5;15073;1;3;1;80
5;15073;1;0;0;76
5;15073;1;1;0;82
5;15073;1;3;1;79
5;15073;1;1;0;83
5;15073;1;1;1;83
5;15073;1;3;1;79
5;15073;1;0;1;81
5;15073;1;0;1;89
5;15073;1;1;0;82
5;15073;1;0;1;83
5;15073;1;0;1;81
5;15073;1;3;0;85
5;15073;1;0;0;91
5;15073;1;2;0;87
5;15073;1;3;1;92
5;15073;1;2;0;96
5;15073;1;0;0;96
5;15073;1;1;1;92
5;15073;1;3;0;97
5;15073;1;0;1;95
5;15073;1;3;1;101
5;15073;1;0;1;102
5;15073;1;1;0;101
5;15073;1;0;1;102
5;15073;1;3;0;103
5;15073;1;0;1;107
5;15073;1;2;0;104
5;15073;1;1;1;107
5;15073;1;3;1;102
5;15073;1;3;1;109
5;15073;1;0;1;109
5;15073;1;1;1;104
5;15073;1;3;0;110
5;15073;1;3;0;113
5;15073;1;0;1;115
5;15073;1;3;1;108
5;15073;1;3;0;116
5;15073;1;1;0;117
5;15073;1;1;0;119
5;15073;1;0;0;119
5;15073;1;3;1;120
5;15073;1;0;1;119
5;15073;1;0;0;121
5;15073;1;2;0;121
5;15073;1;1;0;119
5;15073;1;3;1;124
5;15073;1;2;1;118
5;15073;1;3;1;126
5;15073;1;1;1;126
5;15073;1;0;1;129
5;15073;1;2;1;131
5;15073;1;1;0;128
5;15073;1;0;1;130
5;15073;1;1;1;130
5;15073;1;2;0;130
5;15073;1;0;0;129
5;15073;1;3;0;132
5;15073;1;2;0;132
5;15073;1;3;1;137
5;15073;1;1;1;142
5;15073;1;2;1;139
5;15073;1;0;1;141
5;15073;1;2;1;147
5;15073;1;1;1;147
5;15073;1;2;1;153
5;15073;1;3;0;140
5;15073;1;0;0;137
5;15073;1;0;0;143
5;15073;1;0;0;144
5;15073;1;3;1;151
5;15073;1;3;0;144
5;15073;1;3;1;150
5;15073;1;3;0;153
5;15073;1;1;1;153
5;15073;1;0;0;145
5;15073;1;3;0;150
5;15073;1;2;0;146
5;15073;1;3;0;167
6;15518;1;3;0;12
6;15518;1;1;1;18
6;15518;1;2;1;17
6;15518;1;1;1;19
6;15518;1;2;0;17
6;15518;1;2;0;19
6;15518;1;1;1;21
6;15518;1;0;1;21
6;15518;1;0;0;21
6;15518;1;0;1;24
6;15518;1;2;0;23
6;15518;1;0;0;18
6;15518;1;3;0;24
6;15518;1;1;0;22
6;15518;1;3;1;28
6;15518;1;3;0;25
6;15518;1;1;1;29
6;15518;1;3;1;30
6;15518;1;2;1;32
6;15518;1;0;0;26
6;15518;1;1;1;32
6;15518;1;1;0;31
6;15518;1;0;1;36
6;15518;1;0;1;35
6;15518;1;0;1;32
6;15518;1;2;1;37
6;15518;1;1;0;34
6;15518;1;3;0;36
6;15518;1;0;0;41
6;15518;1;2;1;40
6;15518;1;3;0;42
6;15518;1;3;0;41
6;15518;1;2;1;45
6;15518;1;0;0;42
6;15518;1;1;1;39
6;15518;1;2;0;40
6;15518;1;0;1;44
6;15518;1;0;0;46
6;15518;1;1;0;46
6;15518;1;2;0;44
6;15518;1;3;1;53
6;15518;1;1;0;48
6;15518;1;2;0;54
6;15518;1;1;0;56
6;15518;1;1;0;50
6;15518;1;1;1;57
6;15518;1;1;0;58
6;15518;1;1;1;58
6;15518;1;0;1;58
6;15518;1;3;0;60
6;15518;1;2;1;63
6;15518;1;3;1;63
6;15518;1;0;1;66
6;15518;1;1;0;56
6;15518;1;0;1;62
6;15518;1;1;1;66
6;15518;1;3;1;64
6;15518;1;2;1;75
6;15518;1;2;1;79
6;15518;1;1;1;77
6;15518;1;3;0;70
6;15518;1;3;1;79
6;15518;1;0;1;69
6;15518;1;2;1;68
6;15518;1;2;0;74
6;15518;1;3;0;70
6;15518;1;2;1;75
6;15518;1;0;0;79
6;15518;1;1;1;82
6;15518;1;3;0;74
6;15518;1;2;0;80
6;15518;1;3;0;76
6;15518;1;0;0;82
6;15518;1;2;1;86
6;15518;1;2;0;80
6;15518;1;3;1;86
6;15518;1;1;1;97
6;15518;1;1;0;86
6;15518;1;1;0;87
6;15518;1;1;1;96
6;15518;1;0;1;89
6;15518;1;2;0;89
6;15518;1;2;0;87
6;15518;1;0;1;95
6;15518;1;0;0;95
6;15518;1;2;1;94
6;15518;1;0;1;107
6;15518;1;2;1;98
6;15518;1;0;1;109
6;15518;1;0;1;109
6;15518;1;0;1;98
6;15518;1;3;1;101
6;15518;1;3;0;104
6;15518;1;2;1;99
6;15518;1;0;1;108
6;15518;1;0;1;111
6;15518;1;3;1;103
6;15518;1;2;0;101
6;15518;1;1;0;110
6;15518;1;0;1;114
6;15518;1;3;0;113
6;15518;1;1;0;109
6;15518;1;0;0;118
6;15518;1;1;0;118
6;15518;1;1;0;111
6;15518;1;3;1;118
6;15518;1;0;1;121
6;15518;1;2;0;110
6;15518;1;3;1;122
6;15518;1;2;0;123
6;15518;1;2;0;114
6;15518;1;1;1;115
6;15518;1;0;0;124
6;15518;1;3;1;126
6;15518;1;1;0;125
6;15518;1;0;1;126
6;15518;1;0;0;126
6;15518;1;0;1;121
6;15518;1;1;0;131
6;15518;1;1;1;131
6;15518;1;2;0;131
6;15518;1;0;1;132
6;15518;1;1;1;133
6;15518;1;0;1;133
6;15518;1;0;1;134
6;15518;1;2;1;130
6;15518;1;1;0;139
6;15518;1;1;1;138
6;15518;1;1;0;148
6;15518;1;1;0;140
6;15518;1;0;0;141
6;15518;1;3;0;145
6;15518;1;3;0;140
6;15518;1;3;1;145
6;15518;1;2;0;160
6;15518;1;2;1;146
6;15518;1;3;0;148
6;15518;1;1;0;152
6;15518;1;1;1;141
6;15518;1;3;1;151
6;15518;1;0;1;148
6;15518;1;0;0;159
6;15518;1;2;0;150
6;15518;1;0;0;160
6;15518;1;0;0;158
7;19021;1;2;0;16
7;19021;1;2;0;17
7;19021;1;1;1;18
7;19021;1;2;1;8
7;19021;1;0;0;19
7;19021;1;2;0;9
7;19021;1;3;1;19
7;19021;1;1;1;20
7;19021;1;0;1;21
7;19021;1;0;1;23
7;19021;1;0;1;22
7;19021;1;1;0;26
7;19021;1;0;1;24
7;19021;1;1;1;23
7;19021;1;1;0;28
7;19021;1;0;0;25
7;19021;1;2;1;26
7;19021;1;2;0;27
7;19021;1;1;1;27
7;19021;1;3;0;35
7;19021;1;1;0;35
7;19021;1;0;0;34
7;19021;1;3;1;34
7;19021;1;1;0;32
7;19021;1;1;0;35
7;19021;1;3;0;34
7;19021;1;1;1;29
7;19021;1;0;1;37
7;19021;1;3;0;42
7;19021;1;3;0;42
7;19021;1;1;0;44
7;19021;1;3;1;40
7;19021;1;1;1;43
7;19021;1;3;0;44
7;19021;1;1;1;44
7;19021;1;0;1;45
7;19021;1;2;0;51
7;19021;1;0;0;49
7;19021;1;2;1;52
7;19021;1;3;1;53
7;19021;1;0;0;52
7;19021;1;1;1;53
7;19021;1;0;1;46
7;19021;1;0;0;46
7;19021;1;3;0;56
7;19021;1;2;0;58
7;19021;1;3;0;54
7;19021;1;2;1;52
7;19021;1;3;1;60
7;19021;1;1;0;59
7;19021;1;1;1;62
